id,region,year,text,sentiment,dimensions
354,Australia,2023-03,Good benefits and very flexible working hours,positive,Collaboration
355,Singapore,2023-03,Great place to work and flexible,positive,Collaboration
356,American,2023-03,"Have been with Rio tinto for one year and just love it. Great team, great working environment",positive,Inclusion|Collaboration
357,American,2023-03,"Great culture, people and work environment",positive,Belonging
358,Australia,2023-03,"salary, flexibility, autonomy and opportunities",positive,Recognition
359,American,2023-03,"High performing team, great remuneration, great development opportunities",positive,Collaboration
360,American,2023-02,"Lots of great people especially in main office. Good work life balance if you're office based. Lots of paid training opportunities, they will help you unskilled",positive,Belonging|Collaboration|Inclusion
361,American,2023-02,Long-term benefits Too flexible work arrangements,positive,Inclusion
362,Canada,2023-02,Great Company Culture Excellent compensation package,positive,Belonging
363,American,2023-03,Good culture and benefits and working environment,positive,Belonging
364,Australia,2023-02,"Good pay, take safety concerns seriously,good equipment.",positive,Belonging
365,Australia,2023-03,Good oppitunities to advance if your keen,positive,Belonging
366,American,2023-02,good to work on projects,positive,Collaboration
367,Canada,2023-02,Compensation Sense of purpose within company Genuine care for its people,positive,Belonging
368,American,2023-03,"Benefits, health, shifts, djdhdhhd, skshshh",positive,Belonging
369,Australia,2023-02,Good team Good people Good hiurs,positive,Collaboration
370,American,2023-02,A large organisation with various internal opportunities across multiple countries.,positive,Collaboration
371,Canada,2023-02,"Work life balance, benefits, pension, location",positive,Recognition
372,Canada,2023-02,Salaries and benefits International footprint,positive,Recognition
373,American,2023-02,"People, innovation, current CEO is making some good changes",positive,Collaboration
374,American,2023-01,Autonomy Opportunity to upskill Opportunity to develop and move within the business Great people,positive,Innovation
375,American,2023-02,good money abroad and one whole week off,positive,Recognition
376,American,2023-02,Good benefits (Medibank/Share scheme/Bonuses/Flexi options),positive,Recognition
377,Canada,2023-01,Work-life balance Location Team collaboration,positive,Collaboration
378,Canada,2023-01,Good pay Lots of personal time off,positive,Recognition
379,American,2023-01,The people that work here are great,positive,Belonging
380,Australia,2023-01,Safety first priority is awesome.,positive,Respect
381,American,2023-01,Easy work. Plenty of time to learn,positive,Belonging|Collaboration
382,American,2023-01,opportunity to manage your own projects,positive,Respect
383,American,2023-01,"Market-leading employee benefits: - Share ownership plan - Paid parental leave (primary and secondary care givers) - Fully-subsidised Medibank (for employee and partner/family) - Corporate retail discounts (hotels, retail etc.) and many more. Attractive bonuses and yearly salary increases. Flexibility to work from home regularly (depending on your role) with no hard and fast start and finish times. A real focus on cultural alignment when bringing new people to the business. Inclusive environment that welcomes people from all backgrounds and allow everyone to bring their whole self to work. An industry-leading HR function that truly works and partners with the wider business, which is exciting to be a part of.",positive,Belonging|Collaboration|Recognition|Diversity
384,Singapore,2023-01,"This isn't someplace you'll spend a lot of time, Plan 2-3 years and leave.",negative,Respect
385,Canada,2023-01,"Very good team leader, very smooth interview/relocation process",positive,Collaboration
386,American,2023-01,"People, benefits, access to resources and development and interesting work",positive,Inclusion
387,Australia,2023-01,"Excellent benefits on top of base pay, workload is balanced and good lifestyle living on the coast.",positive,Recognition
388,American,2022-12,"Always so supportive and holds people accountable for actions, a responsible company with the right supervisor",positive,Belonging
389,Australia,2022-12,"Great company, strong Values, clear vision",positive,Belonging
390,Singapore,2022-12,"Great managers, learning opportunities, insurance and work-life balance. Teams are generally open and friendly - great for extroverts and those who enjoy networking.",positive,Collaboration|Belonging
391,Canada,2022-12,Salary Benefits Diversity and inclusion Global opportunities,positive,Diversity
392,Singapore,2022-12,"Colleagues and bosses are very kind. Particularly my boss, she's always want's her team to grow professionally. I might retire here. Benefits are the best in SG",positive,Belonging|Collaboration|Inclusion|Recognition
393,Canada,2022-11,"Good salary for a mechanic job. The company makes the effort to consolidate a new, multicultural and cool job culture.",positive,Recognition|Belonging
394,Australia,2022-11,Very supportive and understanding leaders,positive,Belonging
395,Canada,2022-11,Great salary Flexible work hours Work from home Travel,positive,Recognition
396,Australia,2022-10,"Career opportunities, care for staff, good salary, development or people",positive,Recognition
397,American,2022-11,The team I'm working in has been incredibly supportive and welcoming. The business seems to be genuinely trying to improve and change in light of recent events.,positive,Belonging
398,American,2022-11,The experience and working conditions,positive,Collaboration
399,Australia,2022-10,Great team members and location,positive,Collaboration
400,Australia,2022-10,Ilove it here so yeah,positive,Belonging
401,Canada,2022-10,Amazing benefits and not much overtime,positive,Recognition
402,Singapore,2022-10,Exciting work at the pointy end of raw materials,positive,Collaboration
403,Australia,2022-10,"Safety, relaxed, easy going, no pressure",positive,Belonging
404,Canada,2022-10,Good pay and benefits overall,positive,Belonging
405,Singapore,2022-09,"Good medical coverage and paternity/maternity benefits, flexible work culture, some teams have great teamwork",positive,Collaboration
406,American,2022-09,It's an amazing company with excellent benefits.,positive,Belonging
407,Australia,2022-10,"Flexible, pays well, good safety procedures",positive,Collaboration
408,Australia,2022-09,"good benefit, competitive salary compared to others",positive,Recognition
409,American,2022-09,very good pay for work done,positive,Recognition
410,Australia,2022-09,Family days on site were good. Rosters are getting better 8/6 etc,positive,Collaboration
411,Singapore,2022-09,Diverse portfolio of products to manage International stakeholders,positive,Collaboration
412,American,2022-09,"Seniors are helpful, averall good learning experience",positive,Belonging
413,Australia,2022-09,Great flex work options available,positive,Inclusion
414,American,2022-09,Good company to work for. Great flexible work environment,positive,Belonging|Collaboration
415,Australia,2022-08,it is great and idon't know why,positive,Belonging
416,American,2022-08,Pockets of great people make it worth while Benefits,positive,Belonging
417,Canada,2022-08,-nice people good work balance,positive,Collaboration
418,United Kingdom,2022-08,"Good pay and T&amp;Cs, within a well-structured work environment. Depending on role, very interesting work.",positive,Belonging
